CNPJ_CIA;DENOM_SOCIAL;SIT
03.983.431/0001-03;EDP ENERGIAS DO BRASIL S/A;ATIVO
28.152.650/0001-71;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;ATIVO
02.302.100/0001-06;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;ATIVO
12.668.792/0001-56;EGEU PARTICIPAÇÕES SA;CANCELADA
92.696.038/0001-69;EICOM ENG IND E COMERCIO SA;CANCELADA
00.261.304/0001-02;EISA ESTALEIRO ILHA SA;CANCELADA
36.146.575/0001-64;EIXO SP CONCESSIONARIA DE RODOVIAS S.A.;ATIVO
12.610.097/0001-33;EKOPARKING SA;CANCELADA
07.401.436/0001-31;ELDORADO BRASIL CELULOSE S.A.;ATIVO
35.980.592/0001-30;ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNICAÇÕES S.A.;ATIVO
53.843.777/0001-84;ELEBRA SA ELETR BRASILEIRA;CANCELADA
82.643.537/0001-34;ELECTRO AÇO ALTONA S/A;ATIVO
76.487.032/0001-25;ELECTROLUX DO BRASIL SA;CANCELADA
13.788.120/0001-47;ELEKEIROZ S/A;CANCELADA
13.788.120/0001-47;ELEKEIROZ S/A;CANCELADA
10.362.796/0001-86;ELEKEIROZ SA;CANCELADA
02.328.280/0001-97;ELEKTRO REDES S.A.;ATIVO
01.104.937/0001-70;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;ATIVO
51.702.975/0001-00;ELETRODIGI ELETR DIGITAL SA;CANCELADA
76.498.179/0001-10;ELETROFRIO SA;CANCELADA
09.347.516/0001-81;ELETROMIDIA S.A.;ATIVO
10.216.117/0001-60;ELETROMOURA SA;CANCELADA
01.729.228/0001-80;ELETRON PNSC SA;CANCELADA
00.514.998/0001-42;ELETRON SA;CANCELADA
03.052.673/0001-83;ELETRONET S/A;CANCELADA
61.695.227/0001-93;ELETROPAULO METROP. ELET. SAO PAULO S.A.;ATIVO
61.695.227/0001-93;ELETROPAULO METROP. ELET. SAO PAULO S.A.;ATIVO
01.968.293/0001-68;ELETRORIVER S.A.;ATIVO
20.789.145/0001-20;ELETROSILEX SA;CANCELADA
22.164.990/0001-36;ELETROSOM S/A - EM RECUPERAÇÃO JUDICIAL;CANCELADA
92.776.665/0001-00;ELEVA ALIMENTOS S/A;CANCELADA
00.028.986/0001-08;ELEVADORES ATLAS SCHINDLER SA;CANCELADA
90.347.840/0001-18;ELEVADORES SUR SA IND COM;CANCELADA
09.053.134/0001-45;ELFA MEDICAMENTOS S.A.;ATIVO
52.556.578/0001-22;ELGIN MAQUINAS SA;CANCELADA
92.760.891/0001-00;ELIZIARIO SA CORROC E ONIBUS;CANCELADA
57.488.645/0001-32;ELUMA SA INDUSTRIA E COMERCIO;CANCELADA
02.302.101/0001-42;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;ATIVO
17.992.538/0001-22;EMBAUBA FLORESTAL SA;CANCELADA
51.739.530/0001-97;EMBAUBA SA DES ENERGETICO;CANCELADA
42.331.462/0001-31;EMBPAR PARTICIPAÇÕES S/A;ATIVO
60.208.493/0001-81;EMBRAER EMP BRAS AERON SA;CANCELADA
07.689.002/0001-89;EMBRAER S.A.;ATIVO
01.969.933/0001-54;EMBRAH TRUST SA;CANCELADA
02.558.124/0001-12;EMBRATEL PARTICIPAÇÕES SA;CANCELADA
19.403.252/0001-90;EMCCAMP RESIDENCIAL S.A.;ATIVO
76.491.828/0001-51;EMILIO ROMANI SA;CANCELADA
84.720.630/0001-20;EMP BRAS COMPRES SA - EMBRACO;CANCELADA
33.220.880/0001-60;EMP BRAS SOLDA ELETRICA SA;CANCELADA
33.497.660/0001-89;EMP CINEMAS SAO LUIZ SA;CANCELADA
03.982.931/0001-20;EMP SANEAM M GROSSO DO SUL S.A. -SANESUL;CANCELADA
01.971.614/0001-83;EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR;CANCELADA
02.222.736/0001-30;EMPR. CONCESS. DE RODOVIAS DO NORTE S.A. - ECONORTE;CANCELADA
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS SA;ATIVO
61.076.998/0001-00;EMPREENDS ADM COM ANNA SA;CANCELADA
17.162.280/0001-37;EMPRESA BRASILEIRA DE ENGENHARIA E COMÉRCIO S.A. EBEC;CANCELADA
02.511.048/0001-90;EMPRESA CONC.DE RODOV.DO SUL S/A ECOSUL;CANCELADA
11.669.021/0001-10;ENAUTA PARTICIPAÇÕES S.A.;ATIVO
21.262.638/0001-70;ENCALSO PARTICIPAÇÕES EM CONCESSÕES S.A.;CANCELADA
01.414.107/0001-49;ENERGIPAR PARTICIPAÇÕES S.A.;CANCELADA
15.413.826/0001-50;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;ATIVO
03.467.321/0001-99;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;ATIVO
19.527.639/0001-58;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;ATIVO
09.095.183/0001-40;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;ATIVO
00.864.214/0001-06;ENERGISA SA;ATIVO
13.017.462/0001-63;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;ATIVO
07.282.377/0001-20;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S.A.;ATIVO
07.282.377/0001-20;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S.A.;ATIVO
28.201.130/0001-01;ENERGISA TRANSMISSÃO DE ENERGIA S.A.;ATIVO
00.751.913/0001-40;ENERTEL ENERGIA TELEC PART SA;CANCELADA
04.423.567/0001-21;ENEVA S.A.;ATIVO
56.991.888/0001-26;ENGESA ENGO ESPECIALIZADOS SA;CANCELADA
33.144.940/0001-03;ENGEVIX ENGENHARIA SA;CANCELADA
02.474.103/0001-19;ENGIE BRASIL ENERGIA S.A.;ATIVO
02.474.103/0001-19;ENGIE BRASIL ENERGIA S.A.;ATIVO
02.474.103/0001-19;ENGIE BRASIL ENERGIA S.A.;ATIVO
60.835.105/0001-92;ENIA INDUSTRIAS QUIMICAS SA;CANCELADA
16.922.038/0001-51;ENJOEI S.A.;ATIVO
32.803.503/0001-91;ENTALPIA PARTICIPAÇÕES S.A.;CANCELADA
26.664.057/0001-89;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;ATIVO
09.527.023/0001-23;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;ATIVO
88.611.975/0001-05;ENXUTA SA;CANCELADA
12.394.936/0001-23;EOX ENERGIA EÓLICA S.A.;CANCELADA
03.701.830/0001-34;EPILIFE EMPREENDIMENTOS E PART S/A;CANCELADA
02.302.098/0001-67;EPTE-EMPR. PTA TRANS. ENERG. ELETR. S.A.;CANCELADA
03.220.438/0001-73;EQUATORIAL ENERGIA S/A;ATIVO
01.543.032/0001-04;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A.;CANCELADA
01.543.032/0001-04;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A.;ATIVO
06.272.793/0001-84;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;ATIVO
04.895.728/0001-80;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;ATIVO
26.845.702/0001-60;EQUATORIAL TRANSMISSORA 7 SPE S.A.;ATIVO
27.967.244/0001-02;EQUATORIAL TRANSMISSORA 8 SPE S.A.;ATIVO
33.067.745/0001-27;ERICSSON TELECOMUNICACOES SA;CANCELADA
92.749.167/0001-78;ERNESTO NEUGEBAUER SA IND REU;CANCELADA
60.501.533/0001-89;ESCRITORIO CONS ENG ECEL SA;CANCELADA
07.155.310/0001-24;ESPLANADA CONF NE SA ESPLANORD;CANCELADA
07.344.740/0001-94;ESPLANADA HOTEIS SA;CANCELADA
07.802.794/0001-56;ESSENTIA PCHS S.A.;ATIVO
04.946.406/0001-12;ESTACON ENGENHARIA SA;CANCELADA
30.311.067/0001-08;ESTTEIO COMPANHIA SECURITIZADORA DE CRÉDITOS;CANCELADA
61.092.037/0001-81;ETERNIT S.A.- EM RECUPERAÇÃO JUDICIAL;ATIVO
56.643.018/0001-66;EUCATEX S.A. INDUSTRIA E COMERCIO;ATIVO
61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;ATIVO
61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;ATIVO
61.190.096/0001-92;EUROFARMA LABORATÓRIOS S.A.;ATIVO
42.290.403/0001-62;EUROLEASE SA ARREND MERCANTIL;CANCELADA
43.470.988/0001-65;EVEN CONSTRUTORA E INCORPORADORA S/A;ATIVO
91.820.068/0001-72;ÉVORA S.A.;CANCELADA
95.426.862/0001-97;EXCELSIOR ALIMENTOS SA.;ATIVO
35.727.157/0001-06;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;ATIVO
08.312.229/0001-73;EZ TEC EMPREEND. E PARTICIPAÇÕES S/A;ATIVO
82.639.535/0001-71;FAB CHOCOLATE SATURNO SA;CANCELADA
10.831.642/0001-96;FAB DA PEDRA SA FIAÇÃO E TECELAGEM;CANCELADA
22.671.564/0001-99;FAB MIN ELETROD SOLD DENVER SA;CANCELADA
15.147.507/0001-40;FAB VASELINA DA BAHIA SA;CANCELADA
33.064.262/0001-79;FABRIMAR SA IND E COMERCIO;CANCELADA
07.281.413/0001-30;FAE - FERRAGENS APARELHOS ELÉTRICOS S/A;CANCELADA
09.337.210/0001-44;FAE ADM. E PARTICIPAÇÕES SA;CANCELADA
79.430.682/0001-22;FARMÁCIA E DROGARIA NISSEI S.A.;ATIVO
02.091.165/0001-41;FAROL DO LAGO SA;CANCELADA
89.007.009/0001-38;FAROL SA IND GAUCHA FAR OLEOS;CANCELADA
62.528.930/0001-70;FATOR EMPREENDIMENTOS IMOBILIÁRIOS SA;CANCELADA
43.709.435/0001-12;FATSUI BRASIL SA EMP GERAL MIN;CANCELADA
33.160.839/0001-46;FB EMPREENDIMENTOS SA;CANCELADA
23.538.796/0001-36;FECULARIA BARBOSA MELLO SA;CANCELADA
74.409.467/0001-26;FENICIAPAR S/A;CANCELADA
61.196.564/0001-36;FERRAGENS DEMELLOT S/A;CANCELADA
12.489.315/0001-23;FERREIRA GOMES ENERGIA S.A.;ATIVO
00.924.429/0001-75;FERROVIA CENTRO-ATLANTICA S.A.;ATIVO
09.257.877/0001-37;FERROVIA NORTE SUL S/A;ATIVO
43.081.082/0001-59;FERTIBASE SA;CANCELADA
61.442.109/0001-73;FERTIBRAS SA;CANCELADA
22.266.175/0001-88;FERTILIZANTES HERINGER S.A.;ATIVO
60.398.989/0001-65;FERTILIZANTES SERRANA SA;CANCELADA
61.549.754/0001-90;FERTIPLAN SA;CANCELADA
94.845.930/0001-90;FERTISUL SA;CANCELADA
61.377.230/0001-69;FERTIZA CIA NAC FERTILIZANTES;CANCELADA
02.312.666/0001-00;FG TRUST SA;CANCELADA
17.159.005/0001-64;FIACAO E TECELAGEM SAO JOSE S/A - EM RECUPERAÇÃO JUDICIAL;ATIVO
04.559.803/0001-31;FIACAO TECELAGEM JUTA AMAZ SA;CANCELADA
02.335.514/0001-23;FIAGO PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO;CANCELADA
61.410.395/0001-95;FIBAM CIA INDUSTRIAL - EM RECUPERAÇÃO JUDICIAL;CANCELADA
06.018.000/0001-03;FIBRA CIA SECURITIZADORA CRED IMOB;CANCELADA
71.590.798/0001-17;FIBRA LEASING SA ARREND MERC;CANCELADA
11.136.660/0001-10;FIBRASIL TEXTIL SA;CANCELADA
60.643.228/0001-21;FIBRIA CELULOSE S.A.;CANCELADA
07.820.907/0001-46;FICA EMPREENDIMENTOS IMOBILIARIOS S.A.;ATIVO
73.847.253/0001-79;FICAP SA;CANCELADA
61.157.764/0001-80;FICHET SA;CANCELADA
61.065.447/0001-33;FIEL SA MOVEIS EQUIPS INDS;CANCELADA
32.230.245/0001-00;FIGAR SA;CANCELADA
31.907.982/0001-23;FILADÉLFIA SECURITIZADORA S/A.;CANCELADA
17.167.412/0001-13;FINANCEIRA ALFA S.A.- C.F.I;CANCELADA
58.128.927/0001-91;FINANCIADORA BCN SA CFI;CANCELADA
60.495.108/0001-24;FINANCIADORA BRADESCO SA CFI;CANCELADA
47.896.709/0001-80;FINASA LEASING ARRENDAMENTO MERCANTIL SA;CANCELADA
47.178.918/0001-99;FINAÚSTRIA ARRENDAMENTO MERCANTIL S.A.;CANCELADA
47.178.918/0001-99;FINAÚSTRIA ARRENDAMENTO MERCANTIL S.A.;CANCELADA
16.103.773/0001-33;FINPAR PARTICIPAÇÕES S.A.;CANCELADA
21.987.030/0001-03;FINSBURY PARTICIPAÇÕES S.A.;CANCELADA
33.010.786/0001-87;FISCHER SA COM IND AGRICULTURA;CANCELADA
12.297.305/0001-96;FIVES LILLE INDL NORDESTE SA;CANCELADA
92.779.461/0001-22;FLAMEX SA IND COM EXP IMP;CANCELADA
60.840.055/0001-31;FLEURY SA;ATIVO
10.851.805/0001-00;FLEX GESTAO DE RELACIONAMENTOS SA EM RECUPERACAO JUDICIAL;CANCELADA
51.159.713/0001-33;FLEXDISC TECNOLOGIA SA;CANCELADA
07.276.103/0001-28;FLORESTAL BRASIL S.A.;CANCELADA
01.492.670/0001-35;FLYNET SA;CANCELADA
60.889.193/0001-05;FNV VEICULOS EQUIPS SA;CANCELADA
26.735.020/0001-02;FOCUS ENERGIA HOLDING PARTICIPAÇÕES S.A.;CANCELADA
14.333.683/0001-03;FONTAINE VILLE PARTICIPAÇÕES S/A;CANCELADA
03.870.455/0005-80;FORNO DE MINAS ALIMENTOS S.A.;CANCELADA
00.249.786/0001-85;FORPART S.A. - EM LIQUIDAÇÃO;ATIVO
12.979.898/0001-70;FORTE SECURITIZADORA S.A.;CANCELADA
21.610.416/0001-00;FORTUNATO SECURITIZADORA S.A.;CANCELADA
21.987.053/0001-18;FOURSTONES PARTICIPAÇÕES S.A.;CANCELADA
21.987.041/0001-93;FOXFIELD PARTICIPAÇÕES S.A.;CANCELADA
07.823.262/0001-03;FOZ DO RIO CLARO ENERGIA S.A.;ATIVO
10.661.519/0001-74;FRAME SECURITIZADORA S/A;CANCELADA
06.082.564/0001-05;FRANCISCO CASTRO CI E AGRIC SA;CANCELADA
91.374.561/0001-06;FRANGOSUL SA AGRO AVICOLA INDL;CANCELADA
88.610.126/0001-29;FRAS-LE SA;ATIVO
51.466.753/0001-28;FREIOS VARGA SA;CANCELADA
83.188.110/0001-56;FRICASA ALIMENTOS SA;CANCELADA
21.987.068/0001-86;FRIESTON PARTICIPAÇÕES S.A.;CANCELADA
60.883.212/0001-96;FRIGOBRAS CIA BRAS FRIGORIFICO;CANCELADA
14.962.356/0001-10;FRIGOL FOODS PARTICIPAÇÕES S.A.;CANCELADA
22.662.951/0001-69;FRIGORIFICO NORTE MINAS SA;CANCELADA
82.902.461/0001-14;FRIL FRIGORIF DA LUZ SA;CANCELADA
13.504.691/0001-02;FRUTOS TROPICAIS SA;CANCELADA
17.234.244/0001-31;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;ATIVO
22.669.972/0001-06;FUJI ELETRIC NORDESTE SA;CANCELADA
61.152.047/0001-65;FUJIWARA HISATO SA COM IND;CANCELADA
17.943.792/0001-30;FULWOOD S.A.;CANCELADA
91.866.053/0001-45;FUNDIROSSI SA METALURGIA FINA;CANCELADA
02.465.783/0001-04;FUTURETEL S.A. - EM LIQUIDAÇÃO;CANCELADA
01.545.826/0001-07;GAFISA SA;ATIVO
01.376.239/0001-23;GAFISA SPE-1 SA;CANCELADA
20.646.442/0001-17;GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;CANCELADA
14.876.090/0001-93;GAIA IMPACTO SECURITIZADORA S.A.;CANCELADA
02.796.775/0001-40;GAMA PARTICIPAÇÕES S.A.;ATIVO
02.312.126/0001-27;GANGES PARTICIPACOES SA;CANCELADA
57.014.334/0001-31;GARANCE TEXTILE SA;CANCELADA
30.148.829/0001-05;GARPA SA;CANCELADA
42.584.326/0001-53;GARRA PARTICIPACOES SA;CANCELADA
02.134.838/0001-01;GARUDA SA;CANCELADA
11.193.684/0001-01;GÁVEA SECURITIZADORA S.A.;CANCELADA
50.747.732/0001-18;GAZETA MERCANTIL SA;CANCELADA
88.611.983/0001-43;GAZOLA SA INDÚSTRIA METALURGICA;CANCELADA
01.472.666/0001-05;GC ADM DE RECEBIVEIS SA;CANCELADA
60.688.736/0001-26;GEB VIDIGAL SA;CANCELADA
06.920.516/0001-30;GECOSA I INT GERVASIO COSTA SA;CANCELADA
04.920.633/0001-79;GELAR SA INDS ALIMENTICIAS;CANCELADA
61.090.072/0001-61;GEMA SA EQUIPS INDUSTRIAIS;CANCELADA
59.275.792/0001-50;GENERAL MOTORS SA;CANCELADA
08.764.621/0001-53;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;ATIVO
08.764.621/0001-53;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;ATIVO
02.808.710/0001-78;GEODEX COMMUNICATIONS S.A.;CANCELADA
33.143.025/0001-01;GEOTECNICA SA;CANCELADA
60.405.446/0001-28;GERAL DE CONCRETO S/A;CANCELADA
33.611.500/0001-19;GERDAU S.A.;ATIVO
89.011.738/0001-68;GERDAU SERV INFORMATICA SA GSI;CANCELADA
79.114.203/0001-69;GERMANI CIA PARANAENSE ALIMS;CANCELADA
42.171.157/0001-20;GESTIO SA COMERCIO E INDUSTRIA;CANCELADA
33.311.366/0001-30;GETEC GUANABARA QUIM INDL SA;CANCELADA
10.440.482/0001-54;GETNET ADQUIRÊNCIA E SERVIÇOS PARA MEIOS DE PAGAMENTO S.A.;CANCELADA
14.127.813/0001-51;GETNINJAS S.A.;ATIVO
61.196.119/0001-76;GIANNINI SA;CANCELADA
61.338.042/0001-21;GLASSLITE SA IND DE PLASTICOS;CANCELADA
05.330.331/0001-03;GLOBAL BRASIL SA;CANCELADA
01.245.375/0001-84;GLOBAL TRUST SA;CANCELADA
07.095.028/0001-07;GODOI SECURITIES - CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS;CANCELADA
06.164.253/0001-87;GOL LINHAS AEREAS INTELIGENTES SA;ATIVO
06.164.253/0001-87;GOL LINHAS AEREAS INTELIGENTES SA;ATIVO
58.507.286/0001-86;GOLDFARB INCORPORAÇÕES E CONSTRUÇÕES S/A;CANCELADA
60.946.035/0001-40;GOYANA SA I BRAS MATS PLASTS;CANCELADA
42.360.925/0001-93;GPC INDUSTRIA E COMERCIO SA;CANCELADA
21.903.297/0001-75;GPR - PINHEIRO & RINALDO CAPITAL S.A.;CANCELADA
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S/A;ATIVO
14.191.427/0001-29;GRANBIO INVESTIMENTOS S.A.;ATIVO
61.247.854/0001-61;GRANIMAR SA MARMORES GRANITOS;CANCELADA
81.616.807/0001-55;GRANJA FARIA S.A.;ATIVO
88.925.029/0001-25;GRANOLEO SA CI SEMS OLEAGS DER;CANCELADA
00.313.162/0001-80;GRAPIA SA;CANCELADA
87.377.016/0001-04;GRAVATAI SUL SA;CANCELADA
92.012.467/0001-70;GRAZZIOTIN SA;ATIVO
89.850.341/0001-60;GRENDENE SA;ATIVO
01.258.945/0001-70;GRUÇAI PARTICIPAÇÕES SA;CANCELADA
33.041.260/0652-90;GRUPO CASAS BAHIA S.A.;ATIVO
33.041.260/0652-90;GRUPO CASAS BAHIA S.A.;ATIVO
10.285.590/0001-08;GRUPO DE MODA SOMA S.A.;ATIVO
04.972.092/0001-22;GRUPO FARTURA DE HORTIFRUT S.A.;ATIVO
24.990.777/0001-09;GRUPO MATEUS S.A.;ATIVO
24.990.777/0001-09;GRUPO MATEUS S.A.;ATIVO
13.217.485/0001-11;GRUPO SBF S.A.;ATIVO
08.397.078/0001-01;GSH CORP PARTICIPAÇÕES S.A.;ATIVO
00.649.881/0001-76;GTD PARTICIPACOES SA;CANCELADA
08.402.943/0001-52;GUARARAPES CONFECÇÕES SA;ATIVO
08.810.422/0001-34;GUARARAPES PAINÉIS S.A.;CANCELADA
30.788.149/0001-48;GUARDIAN COMPANHIA SECURITIZADORA;CANCELADA
58.962.275/0001-96;GURGEL MOTORES SA;CANCELADA
62.278.783/0001-27;GURGEL SA PARTICIPACOES;CANCELADA
03.420.904/0001-64;GVT HOLDING S/A;CANCELADA
10.737.120/0001-20;GYPSUM DO NE SA IC DE GESSO;CANCELADA
09.304.427/0001-58;HABITASEC SECURITIZADORA SA;CANCELADA
30.540.991/0001-66;HAGA S.A. INDÚSTRIA E COMÉRCIO;ATIVO
34.111.187/0001-12;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.;CANCELADA
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;ATIVO
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;ATIVO
13.407.573/0001-86;HARPIA ÔMEGA PARTICIPAÇÕES S.A.;CANCELADA
56.444.250/0001-75;HAUSCENTER SA;ATIVO
14.785.152/0001-51;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;ATIVO
49.263.189/0001-02;HELBOR EMPREENDIMENTOS S/A;ATIVO
32.431.519/0001-10;HÉLIO VALGAS SOLAR PARTICIPAÇÕES S.A.;ATIVO
92.749.225/0001-63;HERCULES S/A - FABRICA DE TALHERES;ATIVO
82.647.942/0001-20;HERING SA BRINQ INST MUSICAIS;CANCELADA
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;ATIVO
60.904.810/0001-02;HINDI CIA BRAS DE HABITACOES;CANCELADA
39.393.829/0001-37;HLASA PARTICIPAÇÕES S.A.;CANCELADA
40.159.947/0001-64;HMOBI PARTICIPAÇÕES S.A;ATIVO
61.150.397/0001-92;HOECHST BRASIL QUIM FARM SA;CANCELADA
60.861.788/0001-52;HOECHST BRASIL SA QUIM FARM;CANCELADA
18.903.785/0001-78;HOLDING DO ARAGUAIA S.A.;ATIVO
23.864.409/0001-51;HOLDING VERZANI & SANDRINI S.A.;CANCELADA
00.924.432/0001-99;HOPI HARI SA;CANCELADA
02.560.878/0001-07;HOSPITAL ANCHIETA S.A.;ATIVO
25.249.439/0001-83;HOSPITAL CARE CALEDONIA S.A.;ATIVO
00.949.959/0001-78;HOSPITAL LA SANTE SA;CANCELADA
16.676.520/0001-59;HOSPITAL MATER DEI S.A.;ATIVO
33.858.168/0001-91;HOTEIS E TURISMO GUANABARA SA;CANCELADA
33.200.049/0001-47;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;ATIVO
82.602.426/0001-80;HOTEIS TANNENHOF SA;CANCELADA
15.675.715/0001-11;HOUSI S.A.;CANCELADA
60.891.751/0001-77;HOWA S.A. INDUSTRIAS MECANICAS;CANCELADA
12.827.269/0001-25;HRH ILHA DO SOL EMPREENDIMENTOS IMOBILIÁRIOS SPE S/A;CANCELADA
34.262.972/0001-76;HSBC ASSET FINANCE (BRASIL) - ARRENDAMEN;CANCELADA
34.262.972/0001-76;HSBC ASSET FINANCE (BRASIL) - ARRENDAMEN;CANCELADA
44.847.374/0001-12;HSBC LEASING A.M.(BRASIL) SA;CANCELADA
76.538.446/0001-36;HSBC SEGUROS BRASIL SA;CANCELADA
67.760.702/0001-44;HSBX BAURU EMPREENDIMENTOS SA;CANCELADA
50.991.421/0001-08;HUMAITA SA;CANCELADA
40.760.921/0001-77;HUMAITA SECURITIZADORA S/A;CANCELADA
18.483.666/0001-03;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A;ATIVO
84.685.189/0001-93;HUSKY SA;CANCELADA
01.180.474/0001-25;HYDE PARK SA;CANCELADA
02.932.074/0001-91;HYPERA S/A;ATIVO
34.270.520/0001-36;IBM LEASING ARREND MERC SA;CANCELADA
17.157.264/0001-56;ICAL IND DE CALCINACAO SA;CANCELADA
10.969.780/0001-36;ICANOR SA ARAMES E CABOS;CANCELADA
49.058.555/0001-83;IDEROL SA EQUIPS RODOVIARIOS;CANCELADA
49.867.112/0001-33;IFEMA SA I DE CONDS ELETRICOS;CANCELADA
40.593.395/0001-06;IFIN PARTICIPACOES S.A.;ATIVO
43.185.362/0001-07;IGB ELETRÔNICA S.A. - EM RECUPERAÇÃO JUDICIAL;CANCELADA
42.353.180/0001-35;IGUÁ RIO DE JANEIRO S.A.;ATIVO
08.159.965/0001-33;IGUA SANEAMENTO S.A.;CANCELADA
08.159.965/0001-33;IGUA SANEAMENTO S.A.;ATIVO
81.304.727/0001-64;IGUACU CELULOSE PAPEL SA;CANCELADA
51.218.147/0001-93;IGUATEMI EMPRESA DE SHOPPING CENTERS S/A;ATIVO
60.543.816/0001-93;IGUATEMI S.A.;ATIVO
60.484.797/0001-71;IKPC INDS KLABIN PAPEL CEL SA;CANCELADA
78.571.411/0001-24;IMCOPA-IMPORTAÇÃO, EXPORT E IND DE OLEOS SA;CANCELADA
92.783.646/0001-00;IMCOSUL SA;CANCELADA
33.123.118/0001-66;IMPERIO LISAMAR SA IND E COM;CANCELADA
04.893.996/0001-62;IMPORTADORA DE FERRAGENS SA;CANCELADA
61.081.972/0001-42;INBRAC SA CONDUTORES ELETRICOS;CANCELADA
09.054.385/0001-44;INBRANDS SA;ATIVO
09.611.768/0001-76;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;ATIVO
15.126.626/0001-16;IND AZULEJOS BAHIA SA;CANCELADA
15.102.692/0001-56;IND BAHIANA DE LAJES SA;CANCELADA
04.393.401/0001-00;IND BEBS ANTARCTICA AMAZ  SA;CANCELADA
17.317.686/0001-41;IND BEBS ANTARCTICA MG SA;CANCELADA
23.536.691/0001-48;IND BEBS ANTARCTICA MG SA;CANCELADA
32.993.529/0001-40;IND BEBS ANTARCTICA MT SA;CANCELADA
15.182.652/0001-61;IND BEBS ANTARCTICA NORTE-NORDESTE SA;CANCELADA
09.259.821/0001-11;IND BEBS ANTARCTICA PARAIBA SA;CANCELADA
05.234.760/0001-87;IND BEBS ANTARCTICA PIAUI SA;CANCELADA
95.424.479/0001-08;IND BEBS ANTARCTICA POLAR SA;CANCELADA
08.473.852/0001-08;IND BEBS ANTARCTICA RN SA;CANCELADA
04.932.265/0001-89;IND BIOL FARMACEUTICA AMAZ SA;CANCELADA
89.716.138/0001-03;IND CALCADOS ERNO SA;CANCELADA
04.990.958/0001-28;IND CERAMICA AMAZONIA SA INCA;CANCELADA
95.814.083/0001-69;IND DE MAQS AGRICOLAS IDEAL SA;CANCELADA
51.329.092/0001-99;IND DE PAPEL PIRACICABA SA;CANCELADA
90.724.345/0001-80;IND MAQS AGRICOLAS FUCHS SA;CANCELADA
28.053.387/0001-63;IND MASSAS E BISCOITOS ALCOBAÇA SA;CANCELADA
30.819.585/0001-37;IND METALURGICA IGUACU SA;CANCELADA
61.085.544/0001-98;IND OLEOS PACAEMBU SA;CANCELADA
15.891.435/0001-40;IND PAPEIS SANTO AMARO SA;CANCELADA
60.432.648/0001-69;IND PAPEL PAPELAO S.ROBERTO SA;CANCELADA
84.430.610/0001-15;IND TEXTIL JARITA SA;CANCELADA
92.690.817/0001-57;INDAC - INDÚSTRIA, ADM. E COMÉRCIO S.A.;CANCELADA
92.750.132/0001-59;INDL ARTE TECNICA S.A.;CANCELADA
01.003.635/0001-05;INDL BRASIL ARREND MERC SA;CANCELADA
92.721.315/0001-46;INDL E COML BRAS SA INCOBRASA;CANCELADA
18.135.624/0001-81;INDS ALIMCS ITACOLOMY SA ITASA;CANCELADA
